class_label,x_center,y_center,width,height,rotate_image_path,rotate_label_path
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00119_jpg_large_orange_cone_0_200.jpg,./augmentation/labels/BME_00119_jpg_large_orange_cone_0_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00119_jpg_large_orange_cone_0_250.jpg,./augmentation/labels/BME_00119_jpg_large_orange_cone_0_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00119_jpg_large_orange_cone_1_50.jpg,./augmentation/labels/BME_00119_jpg_large_orange_cone_1_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00119_jpg_large_orange_cone_1_100.jpg,./augmentation/labels/BME_00119_jpg_large_orange_cone_1_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00119_jpg_large_orange_cone_1_150.jpg,./augmentation/labels/BME_00119_jpg_large_orange_cone_1_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00119_jpg_large_orange_cone_1_200.jpg,./augmentation/labels/BME_00119_jpg_large_orange_cone_1_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00119_jpg_large_orange_cone_1_250.jpg,./augmentation/labels/BME_00119_jpg_large_orange_cone_1_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00158_jpg_large_orange_cone_2_50.jpg,./augmentation/labels/BME_00158_jpg_large_orange_cone_2_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00158_jpg_large_orange_cone_2_100.jpg,./augmentation/labels/BME_00158_jpg_large_orange_cone_2_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00158_jpg_large_orange_cone_2_150.jpg,./augmentation/labels/BME_00158_jpg_large_orange_cone_2_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00158_jpg_large_orange_cone_2_200.jpg,./augmentation/labels/BME_00158_jpg_large_orange_cone_2_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00158_jpg_large_orange_cone_2_250.jpg,./augmentation/labels/BME_00158_jpg_large_orange_cone_2_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00158_jpg_large_orange_cone_3_50.jpg,./augmentation/labels/BME_00158_jpg_large_orange_cone_3_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00158_jpg_large_orange_cone_3_100.jpg,./augmentation/labels/BME_00158_jpg_large_orange_cone_3_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00158_jpg_large_orange_cone_3_150.jpg,./augmentation/labels/BME_00158_jpg_large_orange_cone_3_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00158_jpg_large_orange_cone_3_200.jpg,./augmentation/labels/BME_00158_jpg_large_orange_cone_3_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00158_jpg_large_orange_cone_3_250.jpg,./augmentation/labels/BME_00158_jpg_large_orange_cone_3_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00225_jpg_large_orange_cone_0_50.jpg,./augmentation/labels/BME_00225_jpg_large_orange_cone_0_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00225_jpg_large_orange_cone_0_100.jpg,./augmentation/labels/BME_00225_jpg_large_orange_cone_0_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00225_jpg_large_orange_cone_0_150.jpg,./augmentation/labels/BME_00225_jpg_large_orange_cone_0_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00225_jpg_large_orange_cone_0_200.jpg,./augmentation/labels/BME_00225_jpg_large_orange_cone_0_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00225_jpg_large_orange_cone_0_250.jpg,./augmentation/labels/BME_00225_jpg_large_orange_cone_0_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_21_50.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_21_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_21_100.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_21_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_21_150.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_21_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_21_200.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_21_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_21_250.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_21_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_22_50.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_22_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_22_100.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_22_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_22_150.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_22_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_22_200.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_22_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_22_250.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_22_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_23_50.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_23_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_23_100.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_23_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_23_150.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_23_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_23_200.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_23_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_23_250.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_23_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_24_50.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_24_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_24_100.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_24_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_24_150.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_24_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_24_200.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_24_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00242_jpg_large_orange_cone_24_250.jpg,./augmentation/labels/BME_00242_jpg_large_orange_cone_24_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00243_jpg_large_orange_cone_2_50.jpg,./augmentation/labels/BME_00243_jpg_large_orange_cone_2_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00243_jpg_large_orange_cone_2_100.jpg,./augmentation/labels/BME_00243_jpg_large_orange_cone_2_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00243_jpg_large_orange_cone_2_150.jpg,./augmentation/labels/BME_00243_jpg_large_orange_cone_2_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00243_jpg_large_orange_cone_2_200.jpg,./augmentation/labels/BME_00243_jpg_large_orange_cone_2_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00243_jpg_large_orange_cone_2_250.jpg,./augmentation/labels/BME_00243_jpg_large_orange_cone_2_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00243_jpg_large_orange_cone_3_50.jpg,./augmentation/labels/BME_00243_jpg_large_orange_cone_3_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00243_jpg_large_orange_cone_3_100.jpg,./augmentation/labels/BME_00243_jpg_large_orange_cone_3_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00243_jpg_large_orange_cone_3_150.jpg,./augmentation/labels/BME_00243_jpg_large_orange_cone_3_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00243_jpg_large_orange_cone_3_200.jpg,./augmentation/labels/BME_00243_jpg_large_orange_cone_3_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00243_jpg_large_orange_cone_3_250.jpg,./augmentation/labels/BME_00243_jpg_large_orange_cone_3_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00245_jpg_large_orange_cone_0_50.jpg,./augmentation/labels/BME_00245_jpg_large_orange_cone_0_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00245_jpg_large_orange_cone_0_100.jpg,./augmentation/labels/BME_00245_jpg_large_orange_cone_0_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00245_jpg_large_orange_cone_0_150.jpg,./augmentation/labels/BME_00245_jpg_large_orange_cone_0_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00245_jpg_large_orange_cone_0_200.jpg,./augmentation/labels/BME_00245_jpg_large_orange_cone_0_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00245_jpg_large_orange_cone_0_250.jpg,./augmentation/labels/BME_00245_jpg_large_orange_cone_0_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00257_jpg_large_orange_cone_0_50.jpg,./augmentation/labels/BME_00257_jpg_large_orange_cone_0_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00257_jpg_large_orange_cone_0_100.jpg,./augmentation/labels/BME_00257_jpg_large_orange_cone_0_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00257_jpg_large_orange_cone_0_150.jpg,./augmentation/labels/BME_00257_jpg_large_orange_cone_0_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00257_jpg_large_orange_cone_0_200.jpg,./augmentation/labels/BME_00257_jpg_large_orange_cone_0_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00257_jpg_large_orange_cone_0_250.jpg,./augmentation/labels/BME_00257_jpg_large_orange_cone_0_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00257_jpg_large_orange_cone_1_50.jpg,./augmentation/labels/BME_00257_jpg_large_orange_cone_1_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00257_jpg_large_orange_cone_1_100.jpg,./augmentation/labels/BME_00257_jpg_large_orange_cone_1_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00257_jpg_large_orange_cone_1_150.jpg,./augmentation/labels/BME_00257_jpg_large_orange_cone_1_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00257_jpg_large_orange_cone_1_200.jpg,./augmentation/labels/BME_00257_jpg_large_orange_cone_1_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00257_jpg_large_orange_cone_1_250.jpg,./augmentation/labels/BME_00257_jpg_large_orange_cone_1_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00395_jpg_large_orange_cone_1_50.jpg,./augmentation/labels/BME_00395_jpg_large_orange_cone_1_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00395_jpg_large_orange_cone_1_100.jpg,./augmentation/labels/BME_00395_jpg_large_orange_cone_1_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00395_jpg_large_orange_cone_1_150.jpg,./augmentation/labels/BME_00395_jpg_large_orange_cone_1_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00395_jpg_large_orange_cone_1_200.jpg,./augmentation/labels/BME_00395_jpg_large_orange_cone_1_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00395_jpg_large_orange_cone_1_250.jpg,./augmentation/labels/BME_00395_jpg_large_orange_cone_1_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00444_jpg_large_orange_cone_0_50.jpg,./augmentation/labels/BME_00444_jpg_large_orange_cone_0_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00444_jpg_large_orange_cone_0_100.jpg,./augmentation/labels/BME_00444_jpg_large_orange_cone_0_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00444_jpg_large_orange_cone_0_150.jpg,./augmentation/labels/BME_00444_jpg_large_orange_cone_0_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00444_jpg_large_orange_cone_0_200.jpg,./augmentation/labels/BME_00444_jpg_large_orange_cone_0_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00444_jpg_large_orange_cone_0_250.jpg,./augmentation/labels/BME_00444_jpg_large_orange_cone_0_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00452_jpg_large_orange_cone_0_50.jpg,./augmentation/labels/BME_00452_jpg_large_orange_cone_0_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00452_jpg_large_orange_cone_0_100.jpg,./augmentation/labels/BME_00452_jpg_large_orange_cone_0_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00452_jpg_large_orange_cone_0_150.jpg,./augmentation/labels/BME_00452_jpg_large_orange_cone_0_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00452_jpg_large_orange_cone_0_200.jpg,./augmentation/labels/BME_00452_jpg_large_orange_cone_0_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00452_jpg_large_orange_cone_0_250.jpg,./augmentation/labels/BME_00452_jpg_large_orange_cone_0_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00452_jpg_large_orange_cone_1_50.jpg,./augmentation/labels/BME_00452_jpg_large_orange_cone_1_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00452_jpg_large_orange_cone_1_100.jpg,./augmentation/labels/BME_00452_jpg_large_orange_cone_1_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00452_jpg_large_orange_cone_1_150.jpg,./augmentation/labels/BME_00452_jpg_large_orange_cone_1_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00452_jpg_large_orange_cone_1_200.jpg,./augmentation/labels/BME_00452_jpg_large_orange_cone_1_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00452_jpg_large_orange_cone_1_250.jpg,./augmentation/labels/BME_00452_jpg_large_orange_cone_1_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00483_jpg_large_orange_cone_0_50.jpg,./augmentation/labels/BME_00483_jpg_large_orange_cone_0_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00483_jpg_large_orange_cone_0_100.jpg,./augmentation/labels/BME_00483_jpg_large_orange_cone_0_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00483_jpg_large_orange_cone_0_150.jpg,./augmentation/labels/BME_00483_jpg_large_orange_cone_0_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00483_jpg_large_orange_cone_0_200.jpg,./augmentation/labels/BME_00483_jpg_large_orange_cone_0_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00483_jpg_large_orange_cone_0_250.jpg,./augmentation/labels/BME_00483_jpg_large_orange_cone_0_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00483_jpg_large_orange_cone_1_50.jpg,./augmentation/labels/BME_00483_jpg_large_orange_cone_1_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00483_jpg_large_orange_cone_1_100.jpg,./augmentation/labels/BME_00483_jpg_large_orange_cone_1_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00483_jpg_large_orange_cone_1_150.jpg,./augmentation/labels/BME_00483_jpg_large_orange_cone_1_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00483_jpg_large_orange_cone_1_200.jpg,./augmentation/labels/BME_00483_jpg_large_orange_cone_1_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00483_jpg_large_orange_cone_1_250.jpg,./augmentation/labels/BME_00483_jpg_large_orange_cone_1_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_2_50.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_2_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_2_100.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_2_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_2_150.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_2_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_2_200.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_2_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_2_250.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_2_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_3_50.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_3_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_3_100.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_3_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_3_150.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_3_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_3_200.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_3_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_3_250.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_3_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_4_50.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_4_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_4_100.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_4_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_4_150.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_4_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_4_200.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_4_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00507_jpg_large_orange_cone_4_250.jpg,./augmentation/labels/BME_00507_jpg_large_orange_cone_4_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_2_50.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_2_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_2_100.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_2_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_2_150.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_2_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_2_200.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_2_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_2_250.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_2_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_3_50.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_3_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_3_100.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_3_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_3_150.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_3_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_3_200.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_3_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_3_250.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_3_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_4_50.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_4_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_4_100.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_4_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_4_150.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_4_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_4_200.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_4_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_4_250.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_4_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_5_50.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_5_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_5_100.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_5_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_5_150.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_5_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_5_200.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_5_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_5_250.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_5_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_6_50.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_6_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_6_100.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_6_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_6_150.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_6_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_6_200.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_6_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00526_jpg_large_orange_cone_6_250.jpg,./augmentation/labels/BME_00526_jpg_large_orange_cone_6_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00581_jpg_large_orange_cone_1_50.jpg,./augmentation/labels/BME_00581_jpg_large_orange_cone_1_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00581_jpg_large_orange_cone_1_100.jpg,./augmentation/labels/BME_00581_jpg_large_orange_cone_1_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00581_jpg_large_orange_cone_1_150.jpg,./augmentation/labels/BME_00581_jpg_large_orange_cone_1_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00581_jpg_large_orange_cone_1_200.jpg,./augmentation/labels/BME_00581_jpg_large_orange_cone_1_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00581_jpg_large_orange_cone_1_250.jpg,./augmentation/labels/BME_00581_jpg_large_orange_cone_1_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00581_jpg_large_orange_cone_2_50.jpg,./augmentation/labels/BME_00581_jpg_large_orange_cone_2_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00581_jpg_large_orange_cone_2_100.jpg,./augmentation/labels/BME_00581_jpg_large_orange_cone_2_100.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00581_jpg_large_orange_cone_2_150.jpg,./augmentation/labels/BME_00581_jpg_large_orange_cone_2_150.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00581_jpg_large_orange_cone_2_200.jpg,./augmentation/labels/BME_00581_jpg_large_orange_cone_2_200.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00581_jpg_large_orange_cone_2_250.jpg,./augmentation/labels/BME_00581_jpg_large_orange_cone_2_250.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00581_jpg_large_orange_cone_3_50.jpg,./augmentation/labels/BME_00581_jpg_large_orange_cone_3_50.txt
1,0.5,0.5,1.0,1.0,./augmentation/images/BME_00581_jpg_large_orange_cone_3_100.jpg,./augmentation/labels/BME_00581_jpg_large_orange_cone_3_100.txt
