,class_label,class_name,x_center,y_center,width,height,image_path,label_path
12,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00117_jpg_yellow_cone_2.jpg,./data/labels/BME_00117_jpg_yellow_cone_2.txt
13,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00119_jpg_large_orange_cone_0.jpg,./data/labels/BME_00119_jpg_large_orange_cone_0.txt
14,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00119_jpg_large_orange_cone_1.jpg,./data/labels/BME_00119_jpg_large_orange_cone_1.txt
15,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00119_jpg_orange_cone_2.jpg,./data/labels/BME_00119_jpg_orange_cone_2.txt
16,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00150_jpg_orange_cone_0.jpg,./data/labels/BME_00150_jpg_orange_cone_0.txt
17,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00150_jpg_orange_cone_2.jpg,./data/labels/BME_00150_jpg_orange_cone_2.txt
18,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00150_jpg_orange_cone_3.jpg,./data/labels/BME_00150_jpg_orange_cone_3.txt
19,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00156_jpg_blue_cone_0.jpg,./data/labels/BME_00156_jpg_blue_cone_0.txt
20,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00156_jpg_orange_cone_1.jpg,./data/labels/BME_00156_jpg_orange_cone_1.txt
21,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00156_jpg_yellow_cone_2.jpg,./data/labels/BME_00156_jpg_yellow_cone_2.txt
22,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00156_jpg_yellow_cone_3.jpg,./data/labels/BME_00156_jpg_yellow_cone_3.txt
23,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00158_jpg_large_orange_cone_2.jpg,./data/labels/BME_00158_jpg_large_orange_cone_2.txt
24,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00158_jpg_large_orange_cone_3.jpg,./data/labels/BME_00158_jpg_large_orange_cone_3.txt
25,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00158_jpg_orange_cone_5.jpg,./data/labels/BME_00158_jpg_orange_cone_5.txt
26,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00158_jpg_orange_cone_6.jpg,./data/labels/BME_00158_jpg_orange_cone_6.txt
27,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00158_jpg_orange_cone_7.jpg,./data/labels/BME_00158_jpg_orange_cone_7.txt
28,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00158_jpg_orange_cone_9.jpg,./data/labels/BME_00158_jpg_orange_cone_9.txt
29,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00158_jpg_orange_cone_10.jpg,./data/labels/BME_00158_jpg_orange_cone_10.txt
30,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00159_jpg_blue_cone_4.jpg,./data/labels/BME_00159_jpg_blue_cone_4.txt
31,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00159_jpg_yellow_cone_22.jpg,./data/labels/BME_00159_jpg_yellow_cone_22.txt
32,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00175_jpg_orange_cone_0.jpg,./data/labels/BME_00175_jpg_orange_cone_0.txt
33,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00175_jpg_orange_cone_2.jpg,./data/labels/BME_00175_jpg_orange_cone_2.txt
34,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00175_jpg_orange_cone_3.jpg,./data/labels/BME_00175_jpg_orange_cone_3.txt
35,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00209_jpg_blue_cone_2.jpg,./data/labels/BME_00209_jpg_blue_cone_2.txt
36,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00209_jpg_blue_cone_3.jpg,./data/labels/BME_00209_jpg_blue_cone_3.txt
37,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00209_jpg_yellow_cone_42.jpg,./data/labels/BME_00209_jpg_yellow_cone_42.txt
38,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00212_jpg_blue_cone_11.jpg,./data/labels/BME_00212_jpg_blue_cone_11.txt
39,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00212_jpg_yellow_cone_45.jpg,./data/labels/BME_00212_jpg_yellow_cone_45.txt
40,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00225_jpg_large_orange_cone_0.jpg,./data/labels/BME_00225_jpg_large_orange_cone_0.txt
41,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00225_jpg_orange_cone_1.jpg,./data/labels/BME_00225_jpg_orange_cone_1.txt
42,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00242_jpg_blue_cone_5.jpg,./data/labels/BME_00242_jpg_blue_cone_5.txt
43,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00242_jpg_large_orange_cone_21.jpg,./data/labels/BME_00242_jpg_large_orange_cone_21.txt
44,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00242_jpg_large_orange_cone_22.jpg,./data/labels/BME_00242_jpg_large_orange_cone_22.txt
45,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00242_jpg_large_orange_cone_23.jpg,./data/labels/BME_00242_jpg_large_orange_cone_23.txt
46,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00242_jpg_large_orange_cone_24.jpg,./data/labels/BME_00242_jpg_large_orange_cone_24.txt
47,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00242_jpg_yellow_cone_34.jpg,./data/labels/BME_00242_jpg_yellow_cone_34.txt
48,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00243_jpg_large_orange_cone_2.jpg,./data/labels/BME_00243_jpg_large_orange_cone_2.txt
49,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00243_jpg_large_orange_cone_3.jpg,./data/labels/BME_00243_jpg_large_orange_cone_3.txt
50,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00243_jpg_orange_cone_5.jpg,./data/labels/BME_00243_jpg_orange_cone_5.txt
51,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00243_jpg_orange_cone_6.jpg,./data/labels/BME_00243_jpg_orange_cone_6.txt
52,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00243_jpg_orange_cone_7.jpg,./data/labels/BME_00243_jpg_orange_cone_7.txt
53,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00243_jpg_orange_cone_8.jpg,./data/labels/BME_00243_jpg_orange_cone_8.txt
54,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00243_jpg_orange_cone_10.jpg,./data/labels/BME_00243_jpg_orange_cone_10.txt
55,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00245_jpg_large_orange_cone_0.jpg,./data/labels/BME_00245_jpg_large_orange_cone_0.txt
56,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00245_jpg_orange_cone_1.jpg,./data/labels/BME_00245_jpg_orange_cone_1.txt
57,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00255_jpg_yellow_cone_2.jpg,./data/labels/BME_00255_jpg_yellow_cone_2.txt
58,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00257_jpg_large_orange_cone_0.jpg,./data/labels/BME_00257_jpg_large_orange_cone_0.txt
59,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00257_jpg_large_orange_cone_1.jpg,./data/labels/BME_00257_jpg_large_orange_cone_1.txt
60,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00257_jpg_orange_cone_2.jpg,./data/labels/BME_00257_jpg_orange_cone_2.txt
61,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00259_jpg_blue_cone_8.jpg,./data/labels/BME_00259_jpg_blue_cone_8.txt
62,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00259_jpg_yellow_cone_89.jpg,./data/labels/BME_00259_jpg_yellow_cone_89.txt
63,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00299_jpg_orange_cone_0.jpg,./data/labels/BME_00299_jpg_orange_cone_0.txt
64,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00308_jpg_orange_cone_0.jpg,./data/labels/BME_00308_jpg_orange_cone_0.txt
65,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00308_jpg_orange_cone_1.jpg,./data/labels/BME_00308_jpg_orange_cone_1.txt
66,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00325_jpg_yellow_cone_20.jpg,./data/labels/BME_00325_jpg_yellow_cone_20.txt
67,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00335_jpg_blue_cone_6.jpg,./data/labels/BME_00335_jpg_blue_cone_6.txt
68,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00335_jpg_yellow_cone_7.jpg,./data/labels/BME_00335_jpg_yellow_cone_7.txt
69,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00353_jpg_blue_cone_5.jpg,./data/labels/BME_00353_jpg_blue_cone_5.txt
70,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00353_jpg_yellow_cone_24.jpg,./data/labels/BME_00353_jpg_yellow_cone_24.txt
71,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00353_jpg_yellow_cone_25.jpg,./data/labels/BME_00353_jpg_yellow_cone_25.txt
72,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00354_jpg_orange_cone_1.jpg,./data/labels/BME_00354_jpg_orange_cone_1.txt
73,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00374_jpg_orange_cone_0.jpg,./data/labels/BME_00374_jpg_orange_cone_0.txt
74,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00385_jpg_blue_cone_5.jpg,./data/labels/BME_00385_jpg_blue_cone_5.txt
75,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00395_jpg_blue_cone_0.jpg,./data/labels/BME_00395_jpg_blue_cone_0.txt
76,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00395_jpg_large_orange_cone_1.jpg,./data/labels/BME_00395_jpg_large_orange_cone_1.txt
77,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00395_jpg_orange_cone_2.jpg,./data/labels/BME_00395_jpg_orange_cone_2.txt
78,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00395_jpg_orange_cone_3.jpg,./data/labels/BME_00395_jpg_orange_cone_3.txt
79,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00401_jpg_orange_cone_0.jpg,./data/labels/BME_00401_jpg_orange_cone_0.txt
80,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00401_jpg_orange_cone_2.jpg,./data/labels/BME_00401_jpg_orange_cone_2.txt
81,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00401_jpg_orange_cone_3.jpg,./data/labels/BME_00401_jpg_orange_cone_3.txt
82,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00425_jpg_orange_cone_1.jpg,./data/labels/BME_00425_jpg_orange_cone_1.txt
83,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00425_jpg_yellow_cone_2.jpg,./data/labels/BME_00425_jpg_yellow_cone_2.txt
84,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00434_jpg_orange_cone_0.jpg,./data/labels/BME_00434_jpg_orange_cone_0.txt
85,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00434_jpg_orange_cone_1.jpg,./data/labels/BME_00434_jpg_orange_cone_1.txt
86,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00434_jpg_orange_cone_2.jpg,./data/labels/BME_00434_jpg_orange_cone_2.txt
87,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00439_jpg_orange_cone_0.jpg,./data/labels/BME_00439_jpg_orange_cone_0.txt
88,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00444_jpg_large_orange_cone_0.jpg,./data/labels/BME_00444_jpg_large_orange_cone_0.txt
89,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00452_jpg_large_orange_cone_0.jpg,./data/labels/BME_00452_jpg_large_orange_cone_0.txt
90,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00452_jpg_large_orange_cone_1.jpg,./data/labels/BME_00452_jpg_large_orange_cone_1.txt
91,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00452_jpg_orange_cone_2.jpg,./data/labels/BME_00452_jpg_orange_cone_2.txt
92,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00456_jpg_yellow_cone_55.jpg,./data/labels/BME_00456_jpg_yellow_cone_55.txt
93,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00483_jpg_large_orange_cone_0.jpg,./data/labels/BME_00483_jpg_large_orange_cone_0.txt
94,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00483_jpg_large_orange_cone_1.jpg,./data/labels/BME_00483_jpg_large_orange_cone_1.txt
95,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00494_jpg_yellow_cone_5.jpg,./data/labels/BME_00494_jpg_yellow_cone_5.txt
96,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00507_jpg_large_orange_cone_2.jpg,./data/labels/BME_00507_jpg_large_orange_cone_2.txt
97,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00507_jpg_large_orange_cone_3.jpg,./data/labels/BME_00507_jpg_large_orange_cone_3.txt
98,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00507_jpg_large_orange_cone_4.jpg,./data/labels/BME_00507_jpg_large_orange_cone_4.txt
99,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00507_jpg_orange_cone_6.jpg,./data/labels/BME_00507_jpg_orange_cone_6.txt
100,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00507_jpg_orange_cone_7.jpg,./data/labels/BME_00507_jpg_orange_cone_7.txt
101,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00507_jpg_orange_cone_8.jpg,./data/labels/BME_00507_jpg_orange_cone_8.txt
102,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00507_jpg_orange_cone_9.jpg,./data/labels/BME_00507_jpg_orange_cone_9.txt
103,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00507_jpg_orange_cone_10.jpg,./data/labels/BME_00507_jpg_orange_cone_10.txt
104,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00507_jpg_orange_cone_11.jpg,./data/labels/BME_00507_jpg_orange_cone_11.txt
105,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00507_jpg_orange_cone_13.jpg,./data/labels/BME_00507_jpg_orange_cone_13.txt
106,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00526_jpg_blue_cone_0.jpg,./data/labels/BME_00526_jpg_blue_cone_0.txt
107,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00526_jpg_large_orange_cone_2.jpg,./data/labels/BME_00526_jpg_large_orange_cone_2.txt
108,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00526_jpg_large_orange_cone_3.jpg,./data/labels/BME_00526_jpg_large_orange_cone_3.txt
109,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00526_jpg_large_orange_cone_4.jpg,./data/labels/BME_00526_jpg_large_orange_cone_4.txt
110,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00526_jpg_large_orange_cone_5.jpg,./data/labels/BME_00526_jpg_large_orange_cone_5.txt
111,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00526_jpg_large_orange_cone_6.jpg,./data/labels/BME_00526_jpg_large_orange_cone_6.txt
112,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00526_jpg_orange_cone_7.jpg,./data/labels/BME_00526_jpg_orange_cone_7.txt
113,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00526_jpg_orange_cone_8.jpg,./data/labels/BME_00526_jpg_orange_cone_8.txt
114,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00526_jpg_orange_cone_9.jpg,./data/labels/BME_00526_jpg_orange_cone_9.txt
115,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00526_jpg_yellow_cone_14.jpg,./data/labels/BME_00526_jpg_yellow_cone_14.txt
116,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00529_jpg_blue_cone_8.jpg,./data/labels/BME_00529_jpg_blue_cone_8.txt
117,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00556_jpg_blue_cone_5.jpg,./data/labels/BME_00556_jpg_blue_cone_5.txt
118,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00564_jpg_yellow_cone_29.jpg,./data/labels/BME_00564_jpg_yellow_cone_29.txt
119,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00581_jpg_blue_cone_0.jpg,./data/labels/BME_00581_jpg_blue_cone_0.txt
120,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00581_jpg_large_orange_cone_1.jpg,./data/labels/BME_00581_jpg_large_orange_cone_1.txt
121,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00581_jpg_large_orange_cone_2.jpg,./data/labels/BME_00581_jpg_large_orange_cone_2.txt
122,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00581_jpg_large_orange_cone_3.jpg,./data/labels/BME_00581_jpg_large_orange_cone_3.txt
123,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00581_jpg_large_orange_cone_4.jpg,./data/labels/BME_00581_jpg_large_orange_cone_4.txt
124,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00581_jpg_orange_cone_5.jpg,./data/labels/BME_00581_jpg_orange_cone_5.txt
125,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00581_jpg_orange_cone_6.jpg,./data/labels/BME_00581_jpg_orange_cone_6.txt
126,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00581_jpg_orange_cone_11.jpg,./data/labels/BME_00581_jpg_orange_cone_11.txt
127,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00581_jpg_orange_cone_13.jpg,./data/labels/BME_00581_jpg_orange_cone_13.txt
128,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00581_jpg_orange_cone_14.jpg,./data/labels/BME_00581_jpg_orange_cone_14.txt
129,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00603_jpg_blue_cone_11.jpg,./data/labels/BME_00603_jpg_blue_cone_11.txt
130,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00603_jpg_yellow_cone_39.jpg,./data/labels/BME_00603_jpg_yellow_cone_39.txt
131,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00606_jpg_blue_cone_6.jpg,./data/labels/BME_00606_jpg_blue_cone_6.txt
132,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00623_jpg_large_orange_cone_2.jpg,./data/labels/BME_00623_jpg_large_orange_cone_2.txt
133,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00623_jpg_large_orange_cone_4.jpg,./data/labels/BME_00623_jpg_large_orange_cone_4.txt
134,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00623_jpg_large_orange_cone_5.jpg,./data/labels/BME_00623_jpg_large_orange_cone_5.txt
135,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00623_jpg_orange_cone_6.jpg,./data/labels/BME_00623_jpg_orange_cone_6.txt
136,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00623_jpg_orange_cone_7.jpg,./data/labels/BME_00623_jpg_orange_cone_7.txt
137,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00623_jpg_orange_cone_10.jpg,./data/labels/BME_00623_jpg_orange_cone_10.txt
138,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00623_jpg_orange_cone_14.jpg,./data/labels/BME_00623_jpg_orange_cone_14.txt
139,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00635_jpg_blue_cone_6.jpg,./data/labels/BME_00635_jpg_blue_cone_6.txt
140,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00635_jpg_yellow_cone_35.jpg,./data/labels/BME_00635_jpg_yellow_cone_35.txt
141,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00644_jpg_blue_cone_0.jpg,./data/labels/BME_00644_jpg_blue_cone_0.txt
142,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00644_jpg_yellow_cone_12.jpg,./data/labels/BME_00644_jpg_yellow_cone_12.txt
143,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00655_jpg_blue_cone_0.jpg,./data/labels/BME_00655_jpg_blue_cone_0.txt
144,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00655_jpg_large_orange_cone_1.jpg,./data/labels/BME_00655_jpg_large_orange_cone_1.txt
145,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00655_jpg_orange_cone_2.jpg,./data/labels/BME_00655_jpg_orange_cone_2.txt
146,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00655_jpg_orange_cone_3.jpg,./data/labels/BME_00655_jpg_orange_cone_3.txt
147,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00655_jpg_orange_cone_8.jpg,./data/labels/BME_00655_jpg_orange_cone_8.txt
148,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00655_jpg_orange_cone_10.jpg,./data/labels/BME_00655_jpg_orange_cone_10.txt
149,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00655_jpg_yellow_cone_11.jpg,./data/labels/BME_00655_jpg_yellow_cone_11.txt
150,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00688_jpg_blue_cone_0.jpg,./data/labels/BME_00688_jpg_blue_cone_0.txt
151,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00688_jpg_orange_cone_1.jpg,./data/labels/BME_00688_jpg_orange_cone_1.txt
152,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00688_jpg_yellow_cone_2.jpg,./data/labels/BME_00688_jpg_yellow_cone_2.txt
153,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00688_jpg_yellow_cone_3.jpg,./data/labels/BME_00688_jpg_yellow_cone_3.txt
154,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00726_jpg_blue_cone_7.jpg,./data/labels/BME_00726_jpg_blue_cone_7.txt
155,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00726_jpg_yellow_cone_36.jpg,./data/labels/BME_00726_jpg_yellow_cone_36.txt
156,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00727_jpg_blue_cone_0.jpg,./data/labels/BME_00727_jpg_blue_cone_0.txt
157,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00727_jpg_large_orange_cone_1.jpg,./data/labels/BME_00727_jpg_large_orange_cone_1.txt
158,1,large_orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00727_jpg_large_orange_cone_2.jpg,./data/labels/BME_00727_jpg_large_orange_cone_2.txt
159,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00727_jpg_orange_cone_3.jpg,./data/labels/BME_00727_jpg_orange_cone_3.txt
160,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00727_jpg_orange_cone_4.jpg,./data/labels/BME_00727_jpg_orange_cone_4.txt
161,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00727_jpg_orange_cone_5.jpg,./data/labels/BME_00727_jpg_orange_cone_5.txt
162,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00746_jpg_blue_cone_1.jpg,./data/labels/BME_00746_jpg_blue_cone_1.txt
163,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00746_jpg_yellow_cone_37.jpg,./data/labels/BME_00746_jpg_yellow_cone_37.txt
164,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00754_jpg_yellow_cone_6.jpg,./data/labels/BME_00754_jpg_yellow_cone_6.txt
165,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00769_jpg_blue_cone_6.jpg,./data/labels/BME_00769_jpg_blue_cone_6.txt
166,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00769_jpg_yellow_cone_27.jpg,./data/labels/BME_00769_jpg_yellow_cone_27.txt
167,2,orange_cone,0.5,0.5,1.0,1.0,./data/images/BME_00779_jpg_orange_cone_1.jpg,./data/labels/BME_00779_jpg_orange_cone_1.txt
168,0,blue_cone,0.5,0.5,1.0,1.0,./data/images/BME_00790_jpg_blue_cone_12.jpg,./data/labels/BME_00790_jpg_blue_cone_12.txt
169,4,yellow_cone,0.5,0.5,1.0,1.0,./data/images/BME_00790_jpg_yellow_cone_45.jpg,./data/labels/BME_00790_jpg_yellow_cone_45.txt
